Author
M. Frans Kaashoek
Robert Morris
Nickolai Zeldovich
Teemu Koponen
Martin Casado
Natasha Gude
Jeremy Stribling
Leon Poutievski
Min Zhu
Rajiv Ramanathan
Yuichiro Iwata
Hiroaki Inoue
Takayuki Hama
Scott Shenker
Daniel Ford
François Labelle
Florentina I. Popovici
Murray Stokely
Van-Anh Truong
Luiz Barroso
Carrie Grimes
Sean Quinlan
Muli Ben-Yehuda
Michael D. Day
Zvi Dubitzky
Michael Factor
Nadav Har'El
Abel Gordon
Anthony Liguori
Orit Wasserman
Ben-Ami Yassour
Rodrigo Fonseca
Prabal Dutta
John R. Douceur
Jeremy Elson
Jon Howell
Jacob R. Lorch
Yanhua Mao
Flavio P. Junqueira
Keith Marzullo
Vijayan Prabhakaran
Thomas L. Rodeheffer
Lidong Zhou
Sorav Bansal
Alex Aiken
Cristian Cadar
Daniel Dunbar
Dawson Engler
Nickolai Zeldovich
Hari Kannan
Michael Dalton
Christos Kozyrakis
Lightweight
High-Resolution Monitoring for Troubleshooting Production Systems
Sapan Bhatia
Abhishek Kumar
Marc E. Fiuczynski
Larry Peterson
Diwaker Gupta
Sangmin Lee
Michael Vrable
Stefan Savage
Alex C. Snoeren
George Varghese
Geoffrey M. Voelker
Amin Vahdat
Harry C. Li
Allen Clement
Mirco Marchetti
Manos Kapritsos
Luke Robison
Lorenzo Alvisi
Haryadi S. Gunawi
Abhishek Rajimwale
Andrea C. Arpaci-Dusseau
Remzi H. Arpaci-Dusseau
Ashok Anand
Sayandeep Sen
Andrew Krioukov
Florentina Popovici
Aditya Akella
Andrea Arpaci-Dusseau
Suman Banerjee
Zhenyu Guo
Xi Wang
Jian Tang
Xuezheng Liu
Zhilei Xu
M. Frans Kaashoek
Dan Williams
Patrick Reynolds
Kevin Walsh
Emin Gün Sirer
Fred B. Schneider
Anthony Cozzie
Frank Stratton
Hui Xue
Samuel T. King
Madanlal Musuvathi
Shaz Qadeer
Thomas Ball
Gerard Basler
Piramanayagam Arumuga Nainar
Iulian Neamtiu
Yin Wang
Terence Kelly
Manjunath Kudlur
Stéphane Lafortune
Scott Mahlke
Horatiu Jula
Daniel Tralamazza
Cristian Zamfir
George Candea
Yuan Ylleyu
Michael Isard
Dennis Fetterly
Mihai Budiu
Úlfar Erlingsson
Pradeep Kumar Gunda
Jon Currey
Dushyanth Narayanan
Austin Donnelly
Eno Thereska
Sameh Elnikety
Antony Rowstron
Matei Zaharia
Andy Konwinski
Anthony D. Joseph
Randy Katz
Ion Stoica
Francis M. David
Ellick M. Chan
Jeffrey C. Carlyle
Roy H. Campbell
Ting Yang
Tongping Liu
Emery D. Berger
Scott F. Kaplan
J. Eliot B. Moss
Navendu Jain
Prince Mahajan
Dmitry Kit
Praveen Yalagandula
Mike Dahlin
Yin Zhang
Automating Network Application Dependency Discovery: Experiences
Limitations
and New Solutions
Xu Chen
Ming Zhang
Z. Morley Mao
Paramvir Bahl
Hyong-youb Kim
Scott Rixner
John R. Douceur
Jon Howell
Gopalan Sivathanu
Swaminathan Sundararaman
Erez Zadok
Russell Sears
Eric Brewer
Silas Boyd-Wickizer
Haibo Chen
Rong Chen
Yandong Mao
Frans Kaashoek
Robert Morris
Aleksey Pesterev
Lex Stein
Ming Wu
Yuehua Dai
Yang Zhang
Zheng Zhang
James Cowling
Daniel Myers
Barbara Liskov
Rodrigo Rodrigues
Liuba Shrira
Harry C. Li
Allen Clement
Edmund L. Wong
Jeff Napper
Indrajit Roy
Lorenzo Alvisi
Michael Dahlin
Bryan Ford
Jacob Strauss
Chris Lesniewski-Laas
Sean Rhea
Frans Kaashoek
Robert Morris
Nickolai Zeldovich
Silas Boyd-Wickizer
Eddie Kohler
David Mazières
Richard Ta-Min
Lionel Litty
David Lie
Larry Peterson
Andy Bavier
Marc E. Fiuczynski
Steve Muir
Harsha Madhyastha
Tomas Isdal
Michael Piatek
Colin Dixon
Thomas Anderson
Arvind Krishnamurthy
Arun Venkataramani
Geoff Werner-Allen
Konrad Lorincz
Jeff Johnson
Jonathan Lees
Matt Welsh
Edmund B. Nightingale
Kaushik Veeraraghavan
Peter M. Chen
Jason Flinn
Charles Reis
John Dunagan
Helen J. Wang
Opher Dubrovsky
Saher Esmeir
Nikolai Joukov
Avishay Traeger
Rakesh Iyer
Charles P. Wright
Ting Yang
Emery D. Berger
Scott F. Kaplan
J. Eliot B. Moss
EXPLODE: A Lightweight
General System for Finding Serious Storage System Errors
Junfeng Yang
Can Sar
Dawson Engler
Miguel Castro
Manuel Costa
Tim Harris
Ted Kremenek
Paul Twohey
Godmar Back
Andrew Ng
Fay Chang
Jeffrey Dean
Sanjay Ghemawat
Wilson C. Hsieh
Deborah A. Wallach
Mike Burrows
Tushar Chandra
Andrew Fikes
Robert E. Gruber
Cheng Tien Ee
Rodrigo Fonseca
Sukun Kim
Daekyeong Moon
Arsalan Tavakoli
David Culler
Scott Shenker
Ion Stoica
Ceph: A Scalable
High-Performance Distributed File System
Sage A. Weil
Scott A. Brandt
Ethan L. Miller
Darrell D. E. Long
Carlos Maltzahn
Feng Zhou
Jeremy Condit
Zachary Anderson
Ilya Bagrak
Rob Ennals
Matthew Harren
George Necula
Úlfar Erlingsson
Martín Abadi
Michael Vrable
Mihai Budiu
George C. Necula
Chad Verbowski
Emre Kıcıman
Arunvijay Kumar
Brad Daniels
Shan Lu
Juhan Lee
Yi-Min Wang
Roussi Roussev
Robbert van Renesse
Fred B. Schneider
Jinyuan Li
Maxwell Krohn
David Mazières
Dennis Shasha
Chris Gniady
Ali R. Butt
Y. Charlie Hu
David P. Olshefski
Erich Nahum
Herbert Bos
Willem de Bruijn
Mihai Cristea
Trung Nguyen
Georgios Portokalidis
John MacCormick
Nick Murphy
Marc Najork
Chandramohan A. Thekkath
Lidong Zhou
Jeffrey Dean
Sanjay Ghemawat
John Dunagan
Nicholas J. A. Harvey
Michael B. Jones
Dejan Kostic
Marvin Theimer
Alec Wolman
KyoungSoo Park
Vivek S. Pai
Zhe Wang
Michael Walfish
Jeremy Stribling
Maxwell Krohn
Hari Balakrishnan
Robert Morris
Scott Shenker
Ira Cohen
Jeffrey S. Chase
Moises Goldszmidt
Terence Kelly
Julie Symons
Helen J. Wang
John C. Platt
Yu Chen
Ruyun Zhang
Yi-Min Wang
Paul Barham
Austin Donnelly
Rebecca Isaacs
Richard Mortier
Junfeng Yang
Paul Twohey
Dawson Engler
Madanlal Musuvathi
Michael M. Swift
Muthukaruppan Annamalai
Brian N. Bershad
Henry M. Levy
Joshua LeVasseur
Volkmar Uhlig
Jan Stoess
Stefan Götz
George Candea
Shinichi Kawamoto
Yuichi Fujiki
Greg Friedman
Armando Fox
Kiran Nagaraja
Fábio Oliveira
Ricardo Bianchini
Richard P. Martin
Thu D. Nguyen
Andrew Whitaker
Richard S. Cox
Steven D. Gribble
Ming Zhang
Chi Zhang
Vivek Pai
Larry Peterson
Randy Wang
Zhenmin Li
Shan Lu
Suvda Myagmar
Yuanyuan Zhou
Sumeet Singh
Cristian Estan
George Varghese
Stefan Savage
Muthian Sivathanu
Lakshmi N. Bairavasundaram
Haryadi S. Gunawi
Andrea C. Arpaci-Dusseau
Remzi H. Arpaci-Dusseau
Edmund B. Nightingale
Jason Flinn
Krishna P. Gummadi
Harsha V. Madhyastha
David Wetherall
Martin Rinard
Cristian Cadar
Daniel Dumitran
Daniel M. Roy
Tudor Leu
William S. Beebee
Jr.
Stefan Saroiu
Krishna P. Gummadi
Richard J. Dunn
Henry M. Levy
Limin Wang
Vivek Pai
Steven Osman
Dinesh Subhraveti
Gong Su
Jason Nieh
Chris Hawblitzel
Thorsten von Eicken
Practical
Transparent Operating System Support for Superpages
Juan Navarro
Sitaram Iyer
Alan Cox
Samuel Madden
Michael J. Franklin
Joseph M. Hellerstein
Wei Hong
Ashvin Goel
Luca Abeni
Charles Krasic
Jim Snow
Jonathan Walpole
Andrew Whitaker
Marianne Shaw
Steven D. Gribble
George W. Dunlap
Samuel T. King
Sukru Cinar
Murtaza A. Basrai
Peter M. Chen
Kai Shen
Hong Tang
Tao Yang
University of California
Lingkun Chu
Bhuvan Urgaonkar
Prashant Shenoy
Timothy Roscoe
FARSITE: Federated
Available
and Reliable Storage for an Incompletely Trusted Environment
Atul Adya
William J. Bolosky
Miguel Castro
Gerald Cermak
Ronnie Chaiken
John R. Douceur
Jon Howell
Jacob R. Lorch
Marvin Theimer
Roger P. Wattenhofer
Yasushi Saito
Christos Karamanolis
Magnus Karlsson
Mallik Mahalingam
Athicha Muthitacharoen
Robert Morris
Thomer M. Gil
Benjie Chen
Xiaohu Qie
Ruoming Pang
Larry Peterson
Constantine P. Sapuntzakis
Ramesh Chandra
Ben Pfaff
Jim Chow
Monica S. Lam
Mendel Rosenblum
Sanjeev Kumar
Kai Li
Madanlal Musuvathi
David Y.W. Park
Andy Chou
Dawson R. Engler
David L. Dill
Andreas Weissel
Bjórn Beutel
Frank Bellosa
Krisztián Flautner
Trevor Mudge
Brian White
Leigh Stoller
Robert Ricci
Shashi Guruprasad
Mac Newbold
Mike Hibler
Chad Barb
Abhijeet Joglekar
Amin Vahdat
Ken Yocum
Kevin Walsh
Priya Mahadevan
Dejan Kostic
Jeff Chase
David Becker
Landon P. Cox
Christopher D. Murray
Brian D. Noble
Jeremy Elson
Lewis Girod
Deborah Estrin
Miguel Castro
Barbara Liskov
David E. Lowell
Subhachandra Chandra
Peter Chen
Scalable
Distributed Data Structures for Internet Service Construction
Steven D. Gribble
Eric A. Brewer
Joseph M. Hellerstein
Processes in KaffeOS: Isolation
Resource Management
and Sharing in Java
Godmar Back
Wilson H. Hsieh
Jay Lepreau
Alastair Reid
Matthew Flatt
Leigh Stoller
Eric Eide
Fabrice Mérillon
Laurent Réveillère
Charles Consel
Renaud Marlet
Gilles Muller
Abhishek Chandra
Micah Adler
Pawan Goyal
Prashant Shenoy
Julita Corbalán
Xavier Martorell
Jesús Labarta
Dirk Grunwald
Philip Levis
Keith I. Farkas
Charles B. Morrey III
Michael Neufeld
Christopher R. Lumb
Jiri Schindler
Gregory R. Ganger
Erik Riedel
David F. Nagle
Rodney Van Meter
Minxi Gao
Umesh Maheshwari
Radek Vingralek
Bill Shapiro STAR Lab
Jon Howell
David Kotz
John D. Strunk
Garth R. Goodson
Michael L. Scheinholtz
Craig A. N. Soules
Kevin Fu
M. Frans Kaashoek
David Mazières
John Jannotti
David K. Gifford
Kirk L. Johnson
M. Frans Kaashoek
James W. O'Toole
Jr.
John Linwood Griffin
Steven W. Schlosser
Xiang Yu
Benjamin Gum
Yuqun Chen
Randolph Y. Wang
Kai Li
Arvind Krishnamurthy
Thomas E. Anderson
A Low-Overhead
High-Performance Unified Buffer Management Scheme That Exploits Sequential and Looping References
Jong Min Kim
Jongmoo Choi
Jesung Kim
Sam H. Noh
Sang Lyul Min
Yookun Cho
Chong Sang Kim
Angela Demke Brown
Todd C. Mowry
David Andersen
Deepak Bansal
Dorothy Curtis
Srinivasan Seshan
Hari Balakrishnan
Darrell Anderson
Jeff Chase
Amin Vahdat
Barton P. Miller
Ariel Tamches
David C. Steere
Ashvin Goel
Joshua Gruenberg
Dylan McNamee
Calton Pu
Jonathan Walpole
Erik Cota-Robles
James P. Held
Galen C. Hunt
Michael L. Scott
Ayal Itzkovitz
Assaf Schuster
Cort Dougan
Paul Mackerras
Victor Yodaiken
Norman C. Hutchinson
University of British Columbia
Stephen Manley
Michael Federwisch
Guy Harris
Dave Hitz
Steven Kleiman
Sean O'Malley
Björn Grönvall
Assar Westerlund
Stephen Pink
Burra Gopal
Udi Manber
Vivek S. Pai
Peter Druschel
Willy Zwaenepoel
Gaurav Banga
Jeffrey C. Mogul
Oliver Spatscheck
Larry L. Peterson
Ben Gamsa
Orran Krieger
Jonathan Appavoo
Michael Stumm
Bryan Ford
Mike Hibler
Jay Lepreau
Roland McGrath
Patrick Tullmann
Fay Chang
Garth A. Gibson
David Mosberer
Larry L. Peterson
Peter Druschel
Gaurav Banga
Gregory R. Ganger
Hector Brice~o
M. Frans Kaashoek
Prasenjit Sarkar
John Hartman
Dejan Perkovic
Pete Keleher
Manuel Costa
Paulo Guedes
Manuel Sequeira
Nuno Neves
Miguel Castro
Jason Nieh
Monica S. Lam
Patrick Sobalvarro
Scott Pakin
Andrew Chien
William Weihl
Patty Kostkova
Kevin Murray
Tim Wilkinson
Paulo Ferreira
Marc Shapiro
Tracy Kimbrel
Andrew Tomkins
R. Hugo Patterson
Brian Bershad
Pei Cao
Edward W. Felten
Garth Gibson
Anna R. Karlin
Kai Li
Anurag Acharya
M. Ranganathan
Shamik Sharma
Joel Saltz
M. Castro
A. Adya
B. Liskov
U. Maheshwari
A. C. Myers
Pawan Goyal
Sriram S. Rao
Prashant J. Shenoy
Marrik M. Vin
Bryan Ford
Sai R. Susarla
Bryan Ford
Mike Hibler
Jay Lepreau
Patrick Tullman
Godmar Back
Steven Clawson
Yasuhiro Endo
Zheng Wang
J. Bradley Chen
Margo I. Seltzer
Przemyslaw Pardyak
Brian Bershad
Margo I. Seltzer
Yasuhiro Endo
Christopher Small
Keith A. Smith
Greg Buzzard
David Jacobson
Milon Mackey
Scott Marovich
John Wilkes
Jose Carlos Brustoloni
Peter Steenkiste
Sharon E. Perl
Richard L. Sites
Dylan McNamee
Vivek Narasayya
Ashutosh Tiwary
Henry Levy
Jeffrey Chase
Yong Gao
Lance Berc
Sanjay Ghemawhat
Monika Henzinger
Shun-Tak Leung
Dick Sites
Mark Vandevoorde
Carl Waldspurger
Bill Weihl
Amin Vahdat
Michael Dahlin
Paul Eastham
Thomas Anderson
Jeanna Neefe Matthews
Randoph Y. Wang
Drew S. Roselly
Thomas Anderson
Elizabeth Borowsky
Richard Golding
Arif Merchant
Elizabeth Shriver
Mirjana Spasojevic
John Wilkes
Sean Dorward
Rob Pike
Dave Presotto
Howard Trickey
Phil Winterbottom
Carl A. Waldspurger
William E. Weihl
Mark Weiser
Brent Welch
Alan Demers
Scott Shenker
James O'Toole
Liuba Shrira
Gregory R. Ganger
Yale N. Patt
Povl T. Koch
Robert J. Fowler
Eric Jul
Matthew J. Zekauskas
Wayne A. Sawdon
Brian N. Bershad
Daniel J. Scales
Monica S. Lam
Erich M. Nahum
David J. Yates
James F. Kurose
Don Towsley
Ronald C. Unrau
Orran Krieger
Benjamin Gamsa
Michael Stumm
Chao-Hsien Lee
Meng Chang Chen
Ruei-Chuan Chang
Pei Cao
Edward W. Felten
Kai Li
David R. Cheriton
Kenneth J. Duda
Vincent W. Freeh
David K. Lowenthal
Gregory R. Andrews
Michael J. Feeley
Jeffrey S. Chase
Vivek R. Narasayya
Henry M. Levy
Michael D. Dahlin
Randolph Y. Wang
Thomas E. Anderson
David A. Patterson
Garth A. Gibson
David F. Nagle
Khalil Amiri
Fay W. Chang
Eugene M. Feinberg
Howard Gobioff
Chen Lee
Berend Ozceri
David Rochberg
J. Zelenka
Fred Douglis
Ramón Cáceres
Frans Kaashoek
Kai Li
Brian Marsh
Joshua A. Tauber
Kavita Bala
M. Frans Kaashoek
William E. Weihl
Andrew Baumann
Marcus Peinado
Galen Hunt
Eric Boutin
Jaliya Ekanayake
Wei Lin
Bing Shi
Jingren Zhou
Zhengping Qian
Ming Wu
Lidong Zhou
Shivaram Venkataraman
Aurojit Panda
Ganesh Ananthanarayanan
Michael J.  Franklin
Ion Stoica
Sangman Kim
Seonggu Huh
Xinya Zhang
Yige Hu
Amir Wated
Emmett Witchel
Mark Silberstein
Sebastian Angel
Hitesh Ballani
Thomas Karagiannis
Greg O’Shea
Eno Thereska
Sudharsan Seshadri
Mark Gahagan
Sundaram Bhaskaran
Trevor Bunker
Arup De
Yanqin Jin
Yang Liu
Steven Swanson
Lanyue Lu
Yupu Zhang
Thanh Do
Samer Al-Kiswany
Andrea C. Arpaci-Dusseau
Remzi H. Arpaci-Dusseau
Irene Zhang
Adriana Szekeres
Dana Van Aken
Isaac Ackerman
Steven D. Gribble
Arvind Krishnamurthy
Henry M. Levy
Chris Hawblitzel
Jon Howell
Jacob R. Lorch
Arjun Narayan
Bryan Parno
Danfeng Zhang
Brian Zill
Scott Moore
Christos Dimoulas
Dan King
Stephen Chong
Decoupling Cores
Kernels
and Operating Systems
Gerd Zellweger
Simon Gerber
Kornilios Kourtis
Timothy Roscoe
Xi Wang
David Lazar
Nickolai Zeldovich
Adam Chlipala
Zachary Tatlock
Arun Kumar
Randy Wright
Ennan Zhai
Ruichuan Chen
David Isaac Wolinsky
Bryan Ford
Michael Chow
David Meisner
Jason Flinn
Daniel Peek
Thomas F. Wenisch
Ding Yuan
Yu Luo
Xin Zhuang
Guilherme Renna Rodrigues
Xu Zhao
Yongle Zhang
Pranay U. Jain
Michael Stumm
Riley Spahn
Jonathan Bell
Michael Lee
Sravan Bhamidipati
Roxana Geambasu
Gail Kaiser
Deian Stefan
Edward Z. Yang
Petr Marchenko
Alejandro Russo
Dave Herman
Brad Karp
David Mazieres
Volodymyr Kuznetsov
Laszlo  Szekeres
Mathias Payer
George Candea
R. Sekar
Dawn Song
Adam Belay
George Prekas
Ana Klimovic
Samuel Grossman
Christos Kozyrakis
Edouard Bugnion
Frank McSherry
Michael Isard
Derek G. Murray
Van Oleson
Karsten Schwan
Andreas Haeberlen
Jochen Liedtke
Yoonho Park
Lars Reuther
Volkmar Uhlig
Dmitry Mikulin
Murali Vijayasundaram
Loreena Wong
